StockCode,Description,Date,Units_Sold,Revenue,Unit_Price,Year,Month,Quarter,Week,Day,DayOfWeek,Demand_Lag_1,Demand_Lag_2,Rolling_Mean_2,Naive_Forecast
22952,60 CAKE CASES VINTAGE CHRISTMAS,2011-11-27,612,488.70000000000005,0.7534126984126984,2011,11,4,47,27,6,1088.0,1295.0,1050.25,412.0
22584,PACK OF 6 PANETTONE GIFT BOXES,2011-11-27,8,20.4,2.55,2011,11,4,47,27,6,30.0,149.0,59.25,19.0
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2011-11-27,37,225.75,6.590000000000001,2011,11,4,47,27,6,1.0,0.0,0.75,3.0
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2011-11-27,17,30.93,2.2583333333333333,2011,11,4,47,27,6,19.0,2.0,9.0,2.0
22135,MINI LADLE LOVE HEART PINK,2011-11-27,7,5.81,0.83,2011,11,4,47,27,6,32.0,11.0,17.5,8.0
21507,ELEPHANT BIRTHDAY CARD ,2011-11-27,111,47.85,0.4883333333333333,2011,11,4,47,27,6,89.0,136.0,120.5,85.0
22776,SWEETHEART 3 TIER CAKE STAND ,2011-11-27,20,229.02999999999997,12.869583333333333,2011,11,4,47,27,6,26.0,23.0,25.25,13.0
84946,ANTIQUE SILVER T-LIGHT GLASS,2011-11-27,577,727.4,1.5251746031746032,2011,11,4,47,27,6,809.0,1079.0,740.75,425.0
22285,HANGING HEN ON NEST DECORATION,2011-11-27,5,8.25,1.65,2011,11,4,47,27,6,0.0,0.0,1.25,12.0
22900,SET 2 TEA TOWELS I LOVE LONDON ,2011-11-27,37,153.59,4.3805555555555555,2011,11,4,47,27,6,66.0,179.0,91.75,25.0
22847,BREAD BIN DINER STYLE IVORY,2011-11-27,22,373.24,17.97833333333333,2011,11,4,47,27,6,21.0,28.0,21.0,9.0
22778,GLASS CLOCHE SMALL,2011-11-27,4,15.8,3.95,2011,11,4,47,27,6,8.0,43.0,27.0,4.0
22804,PINK HANGING HEART T-LIGHT HOLDER,2011-11-27,681,1020.3100000000001,3.3995833333333336,2011,11,4,47,27,6,61.0,22.0,29.5,106.0
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2011-11-27,300,1133.9399999999998,4.938000000000001,2011,11,4,47,27,6,125.0,16.0,86.0,5.0
22785,SQUARECUSHION COVER PINK UNION JACK,2011-11-27,3,40.01,14.16,2011,11,4,47,27,6,1.0,2.0,2.25,12.0
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2011-11-27,78,311.46,5.396666666666666,2011,11,4,47,27,6,130.0,167.0,107.0,46.0
22896,PEG BAG APPLES DESIGN,2011-11-27,2,10.75,5.375,2011,11,4,47,27,6,14.0,69.0,29.25,2.0
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2011-11-27,10,49.78,4.6675,2011,11,4,47,27,6,48.0,160.0,66.25,35.0
84997D,CHILDRENS CUTLERY POLKADOT PINK,2011-11-27,482,1835.78,4.537333333333334,2011,11,4,47,27,6,85.0,19.0,75.25,83.0
22197,POPCORN HOLDER,2011-11-27,2955,2575.75,1.0178615319865318,2011,11,4,47,27,6,3142.0,3900.0,2742.0,583.0
22632,HAND WARMER RED RETROSPOT,2011-11-27,202,432.32000000000005,2.2836666666666665,2011,11,4,47,27,6,393.0,322.0,340.25,120.0
20725,LUNCH BAG RED RETROSPOT,2011-11-27,276,731.75,2.4028055555555556,2011,11,4,47,27,6,649.0,556.0,460.5,218.0
22246,MAGIC GARDEN FELT GARLAND ,2011-11-27,12,23.4,1.95,2011,11,4,47,27,6,16.0,25.0,13.25,12.0
22813,PACK 3 BOXES BIRD PANETTONE ,2011-11-27,20,49.9,3.5486666666666666,2011,11,4,47,27,6,24.0,108.0,53.5,59.0
22199,FRYING PAN RED RETROSPOT,2011-11-27,5,25.29,5.596666666666667,2011,11,4,47,27,6,12.0,3.0,6.5,4.0
22676,FRENCH BLUE METAL DOOR SIGN 1,2011-12-04,45,58.67999999999999,1.8475,2011,12,4,48,4,6,72.0,4.0,34.0,11.0
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2011-12-04,241,267.09000000000003,1.9148,2011,12,4,48,4,6,29.0,438.0,140.25,198.0
22675,FRENCH KITCHEN SIGN BLUE METAL,2011-12-04,23,31.17,1.8549999999999998,2011,12,4,48,4,6,13.0,2.0,9.75,3.0
22649,STRAWBERRY FAIRY CAKE TEAPOT,2011-12-04,43,212.85000000000002,4.95,2011,12,4,48,4,6,2.0,13.0,7.25,4.0
22673,FRENCH GARDEN SIGN BLUE METAL,2011-12-04,19,23.75,1.25,2011,12,4,48,4,6,15.0,0.0,8.5,1.0
22674,FRENCH TOILET SIGN BLUE METAL,2011-12-04,4,7.42,2.0566666666666666,2011,12,4,48,4,6,41.0,7.0,15.75,4.0
22651,GENTLEMAN SHIRT REPAIR KIT ,2011-12-04,55,63.91,1.409,2011,12,4,48,4,6,22.0,15.0,33.5,21.0
22680,FRENCH BLUE METAL DOOR SIGN 5,2011-12-04,23,28.759999999999998,1.6333333333333335,2011,12,4,48,4,6,31.0,13.0,25.0,20.0
22653,BUTTON BOX ,2011-12-04,99,164.82999999999998,1.8606666666666665,2011,12,4,48,4,6,78.0,90.0,75.25,10.0
22654,DELUXE SEWING KIT ,2011-12-04,19,156.96,7.82,2011,12,4,48,4,6,69.0,75.0,43.25,76.0
22659,LUNCH BOX I LOVE LONDON,2011-12-04,272,507.68,2.675648148148148,2011,12,4,48,4,6,110.0,137.0,187.75,450.0
22678,FRENCH BLUE METAL DOOR SIGN 3,2011-12-04,31,37.55,1.2349999999999999,2011,12,4,48,4,6,14.0,3.0,14.25,5.0
22650,CERAMIC PIRATE CHEST MONEY BANK,2011-12-04,34,56.66,2.2933333333333334,2011,12,4,48,4,6,50.0,20.0,30.5,32.0
22667,RECIPE BOX RETROSPOT ,2011-12-04,108,299.40000000000003,2.8833333333333333,2011,12,4,48,4,6,62.0,97.0,69.75,62.0
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2011-12-04,80,80.48,1.24,2011,12,4,48,4,6,71.0,102.0,90.0,46.0
22662,LUNCH BAG DOLLY GIRL DESIGN,2011-12-04,66,123.78,2.511111111111111,2011,12,4,48,4,6,136.0,239.0,126.0,58.0
22539,MINI JIGSAW DOLLY GIRL,2011-12-04,56,25.98,0.6933333333333332,2011,12,4,48,4,6,5.0,8.0,79.25,55.0
22663,JUMBO BAG DOLLY GIRL DESIGN,2011-12-04,54,124.62,3.0025,2011,12,4,48,4,6,40.0,50.0,68.0,22.0
22671,FRENCH LAUNDRY SIGN BLUE METAL,2011-12-04,10,21.419999999999998,2.634,2011,12,4,48,4,6,18.0,5.0,9.0,1.0
22670,FRENCH WC SIGN BLUE METAL,2011-12-04,48,62.42,1.613,2011,12,4,48,4,6,48.0,10.0,30.5,17.0
22669,RED BABY BUNTING ,2011-12-04,32,100.08,4.015000000000001,2011,12,4,48,4,6,25.0,8.0,18.75,21.0
22684,FRENCH BLUE METAL DOOR SIGN 9,2011-12-04,11,14.36,1.825,2011,12,4,48,4,6,21.0,10.0,11.0,1.0
22664,TOY TIDY DOLLY GIRL DESIGN,2011-12-04,6,24.78,4.13,2011,12,4,48,4,6,27.0,13.0,15.5,10.0
22536,MAGIC DRAWING SLATE PURDEY,2011-12-04,10,4.2,0.42,2011,12,4,48,4,6,68.0,7.0,28.0,148.0
22668,PINK BABY BUNTING,2011-12-04,13,46.87,4.725,2011,12,4,48,4,6,21.0,24.0,19.5,2.0
22537,MAGIC DRAWING SLATE DINOSAUR,2011-12-04,90,37.800000000000004,0.42,2011,12,4,48,4,6,98.0,133.0,71.75,27.0
22666,RECIPE BOX PANTRY YELLOW DESIGN,2011-12-04,166,670.38,3.7369417989417992,2011,12,4,48,4,6,201.0,119.0,280.5,123.0
22672,FRENCH BATHROOM SIGN BLUE METAL,2011-12-04,34,57.739999999999995,1.9780000000000002,2011,12,4,48,4,6,18.0,8.0,16.25,15.0
22660,DOORMAT I LOVE LONDON,2011-12-04,5,56.33,11.0775,2011,12,4,48,4,6,7.0,51.0,16.25,3.0
22690,DOORMAT HOME SWEET HOME BLUE ,2011-12-04,12,99.0,8.25,2011,12,4,48,4,6,9.0,27.0,17.0,1.0
22686,FRENCH BLUE METAL DOOR SIGN No,2011-12-04,120,126.96000000000001,1.13,2011,12,4,48,4,6,15.0,5.0,13.25,2.0
22726,ALARM CLOCK BAKELIKE GREEN,2011-12-04,294,1362.61,4.652803571428572,2011,12,4,48,4,6,182.0,228.0,224.25,162.0
22727,ALARM CLOCK BAKELIKE RED ,2011-12-04,266,1201.08,4.694629578754578,2011,12,4,48,4,6,147.0,210.0,215.25,224.0
22728,ALARM CLOCK BAKELIKE PINK,2011-12-04,241,946.05,4.5738708513708515,2011,12,4,48,4,6,67.0,122.0,143.5,104.0
22530,MAGIC DRAWING SLATE DOLLY GIRL ,2011-12-04,101,39.540000000000006,0.4125,2011,12,4,48,4,6,292.0,139.0,160.75,171.0
22729,ALARM CLOCK BAKELIKE ORANGE,2011-12-04,8,66.32,8.29,2011,12,4,48,4,6,4.0,7.0,5.5,49.0
22730,ALARM CLOCK BAKELIKE IVORY,2011-12-04,140,591.84,4.57625,2011,12,4,48,4,6,50.0,108.0,120.5,77.0
22731,3D CHRISTMAS STAMPS STICKERS ,2011-12-04,27,36.93,1.81,2011,12,4,48,4,6,79.0,55.0,49.0,34.0
22732,3D VINTAGE CHRISTMAS STICKERS ,2011-12-04,45,65.78999999999999,1.662361111111111,2011,12,4,48,4,6,135.0,97.0,124.0,31.0
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2011-12-04,86,386.45,5.152666666666666,2011,12,4,48,4,6,57.0,35.0,59.0,24.0
22733,3D TRADITIONAL CHRISTMAS STICKERS,2011-12-04,34,50.06999999999999,2.0140000000000002,2011,12,4,48,4,6,90.0,177.0,114.75,40.0
22735,RIBBON REEL SOCKS AND MITTENS,2011-12-04,13,49.58,4.182777777777777,2011,12,4,48,4,6,32.0,112.0,49.5,22.0
22736,RIBBON REEL MAKING SNOWMEN ,2011-12-04,40,112.25,3.4626388888888893,2011,12,4,48,4,6,64.0,104.0,82.5,43.0
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2011-12-04,3,1.26,0.42,2011,12,4,48,4,6,74.0,56.0,39.25,4.0
22737,RIBBON REEL CHRISTMAS PRESENT ,2011-12-04,47,133.67,2.645,2011,12,4,48,4,6,72.0,127.0,107.5,61.0
22738,RIBBON REEL SNOWY VILLAGE,2011-12-04,66,141.9,2.8579999999999997,2011,12,4,48,4,6,70.0,171.0,104.0,92.0
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2011-12-04,74,155.74,2.471111111111111,2011,12,4,48,4,6,76.0,158.0,102.75,60.0
22741,FUNKY DIVA PEN,2011-12-04,112,107.67999999999999,1.396,2011,12,4,48,4,6,206.0,217.0,173.0,11.0
22742,MAKE YOUR OWN PLAYTIME CARD KIT,2011-12-04,37,31.39,1.87,2011,12,4,48,4,6,15.0,4.0,9.75,3.0
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2011-12-04,149,523.4100000000001,3.675416666666667,2011,12,4,48,4,6,168.0,405.0,289.0,18.0
22534,MAGIC DRAWING SLATE SPACEBOY ,2011-12-04,61,25.62,0.42,2011,12,4,48,4,6,71.0,214.0,114.25,202.0
22717,CARD DOG AND BALL ,2011-12-04,12,5.04,0.42,2011,12,4,48,4,6,13.0,1.0,19.0,25.0
22716,CARD CIRCUS PARADE,2011-12-04,29,14.23,0.7388888888888889,2011,12,4,48,4,6,38.0,29.0,26.5,49.0
22688,DOORMAT PEACE ON EARTH BLUE,2011-12-04,2,26.13,13.065,2011,12,4,48,4,6,2.0,2.0,3.0,6.0
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2011-12-04,96,137.28,2.552,2011,12,4,48,4,6,52.0,53.0,59.0,61.0
22692,DOORMAT WELCOME TO OUR HOME,2011-12-04,35,304.73,11.275,2011,12,4,48,4,6,12.0,8.0,13.75,2.0
22694,WICKER STAR ,2011-12-04,83,183.12000000000003,2.330027777777778,2011,12,4,48,4,6,80.0,82.0,133.5,81.0
22695,WICKER WREATH SMALL,2011-12-04,38,56.440000000000005,1.7766666666666666,2011,12,4,48,4,6,40.0,13.0,26.25,21.0
22696,WICKER WREATH LARGE,2011-12-04,12,32.12,2.822,2011,12,4,48,4,6,21.0,57.0,34.0,33.0
22533,MAGIC DRAWING SLATE BAKE A CAKE ,2011-12-04,3,1.26,0.42,2011,12,4,48,4,6,28.0,35.0,17.25,72.0
22697,GREEN REGENCY TEACUP AND SAUCER,2011-12-04,155,560.1700000000001,4.192777777777778,2011,12,4,48,4,6,101.0,101.0,113.25,146.0
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,2011-12-04,42,17.64,0.42,2011,12,4,48,4,6,147.0,39.0,105.25,92.0
22532,MAGIC DRAWING SLATE LEAP FROG ,2011-12-04,6,2.52,0.42,2011,12,4,48,4,6,51.0,10.0,15.75,5.0
22701,PINK DOG BOWL,2011-12-04,21,39.97,2.1816666666666666,2011,12,4,48,4,6,13.0,8.0,8.0,1.0
22702,BLACK AND WHITE CAT BOWL,2011-12-04,4,16.52,4.13,2011,12,4,48,4,6,2.0,0.0,1.25,1.0
22704,WRAP RED APPLES ,2011-12-04,75,31.5,0.42,2011,12,4,48,4,6,50.0,100.0,93.75,50.0
22705,WRAP GREEN PEARS ,2011-12-04,25,10.5,0.42,2011,12,4,48,4,6,0.0,50.0,25.0,50.0
22706,WRAP COWBOYS  ,2011-12-04,50,21.0,0.42,2011,12,4,48,4,6,25.0,0.0,6.25,25.0
22712,CARD DOLLY GIRL ,2011-12-04,44,21.759999999999998,0.707,2011,12,4,48,4,6,225.0,49.0,96.5,62.0
22713,CARD I LOVE LONDON ,2011-12-04,24,10.08,0.42,2011,12,4,48,4,6,39.0,27.0,30.5,52.0
22714,CARD BIRTHDAY COWBOY,2011-12-04,15,7.529999999999999,0.625,2011,12,4,48,4,6,48.0,43.0,162.25,24.0
22699,ROSES REGENCY TEACUP AND SAUCER ,2011-12-04,128,436.16,3.8281111111111112,2011,12,4,48,4,6,116.0,169.0,137.5,113.0
22644,CERAMIC CHERRY CAKE MONEY BANK,2011-12-04,110,123.18,2.0300000000000002,2011,12,4,48,4,6,22.0,56.0,37.5,35.0
22584,PACK OF 6 PANETTONE GIFT BOXES,2011-12-04,35,91.66,2.951666666666666,2011,12,4,48,4,6,8.0,30.0,56.5,32.0
22544,MINI JIGSAW SPACEBOY,2011-12-04,60,29.71,0.6591666666666667,2011,12,4,48,4,6,25.0,26.0,110.0,98.0
22599,CHRISTMAS MUSICAL ZINC STAR,2011-12-04,186,82.49999999999999,0.6066666666666666,2011,12,4,48,4,6,135.0,248.0,200.5,15.0
22600,CHRISTMAS RETROSPOT STAR WOOD,2011-12-04,86,84.02,1.006,2011,12,4,48,4,6,150.0,114.0,112.0,52.0
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2011-12-04,126,115.67999999999999,0.9908333333333333,2011,12,4,48,4,6,133.0,95.0,136.5,75.0
22603,CHRISTMAS RETROSPOT TREE WOOD,2011-12-04,74,69.14,0.9019999999999999,2011,12,4,48,4,6,161.0,91.0,106.75,45.0
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2011-12-04,26,85.58,3.3533333333333335,2011,12,4,48,4,6,7.0,47.0,20.25,10.0
22605,WOODEN CROQUET GARDEN SET,2011-12-04,17,266.58,16.58533333333333,2011,12,4,48,4,6,9.0,3.0,11.5,3.0
22607,WOODEN ROUNDERS GARDEN SET ,2011-12-04,37,371.67,11.935,2011,12,4,48,4,6,13.0,14.0,12.75,6.0
22609,PENS ASSORTED SPACEBALL,2011-12-04,180,34.2,0.19,2011,12,4,48,4,6,217.0,396.0,280.0,3.0
22610,PENS ASSORTED FUNNY FACE,2011-12-04,72,13.68,0.19,2011,12,4,48,4,6,254.0,576.0,414.5,36.0
22614,PACK OF 12 SPACEBOY TISSUES,2011-12-04,31,15.17,0.7749999999999999,2011,12,4,48,4,6,40.0,57.0,67.75,73.0
22571,ROCKING HORSE RED CHRISTMAS ,2011-12-04,142,128.49999999999997,1.0276666666666665,2011,12,4,48,4,6,124.0,124.0,162.5,166.0
22568,FELTCRAFT CUSHION OWL,2011-12-04,1,7.46,7.46,2011,12,4,48,4,6,103.0,133.0,117.25,83.0
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2011-12-04,6,4.1,0.61,2011,12,4,48,4,6,2.0,55.0,19.25,72.0
22567,20 DOLLY PEGS RETROSPOT,2011-12-04,32,49.339999999999996,2.185,2011,12,4,48,4,6,55.0,14.0,24.0,50.0
22616,PACK OF 12 LONDON TISSUES ,2011-12-04,636,223.52,0.484,2011,12,4,48,4,6,100.0,1349.0,601.25,729.0
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2011-12-04,42,38.82,1.162,2011,12,4,48,4,6,30.0,119.0,51.0,21.0
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,2011-12-04,46,45.339999999999996,1.292,2011,12,4,48,4,6,9.0,60.0,35.0,19.0
22598,CHRISTMAS MUSICAL ZINC TREE,2011-12-04,64,36.49999999999999,0.6066666666666666,2011,12,4,48,4,6,35.0,167.0,96.5,4.0
22617,BAKING SET SPACEBOY DESIGN,2011-12-04,59,316.13,6.4191111111111105,2011,12,4,48,4,6,113.0,112.0,165.75,99.0
22597,MUSICAL ZINC HEART DECORATION ,2011-12-04,238,92.96000000000001,0.5785555555555556,2011,12,4,48,4,6,335.0,334.0,317.25,14.0
22594,CHRISTMAS GINGHAM TREE,2011-12-04,238,204.64,1.276111111111111,2011,12,4,48,4,6,165.0,120.0,154.75,113.0
22586,FELTCRAFT HAIRBAND PINK AND BLUE,2011-12-04,24,28.979999999999997,1.4739999999999998,2011,12,4,48,4,6,41.0,35.0,23.25,16.0
22587,FELTCRAFT HAIRBAND RED AND BLUE,2011-12-04,46,44.559999999999995,1.279,2011,12,4,48,4,6,44.0,88.0,58.0,19.0
22583,PACK OF 6 HANDBAG GIFT BOXES,2011-12-04,3,14.879999999999999,4.96,2011,12,4,48,4,6,6.0,9.0,7.0,10.0
22588,CARD HOLDER GINGHAM HEART,2011-12-04,11,46.29,5.306666666666667,2011,12,4,48,4,6,45.0,22.0,33.5,41.0
22589,CARDHOLDER GINGHAM STAR,2011-12-04,19,79.42,4.136666666666667,2011,12,4,48,4,6,16.0,27.0,28.25,22.0
22592,CARDHOLDER HOLLY WREATH METAL,2011-12-04,55,292.41,6.134733333333334,2011,12,4,48,4,6,67.0,46.0,58.25,9.0
22582,PACK OF 6 SWEETIE GIFT BOXES,2011-12-04,19,48.449999999999996,2.55,2011,12,4,48,4,6,9.0,5.0,8.0,15.0
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2011-12-04,287,119.88999999999999,0.5226587301587301,2011,12,4,48,4,6,111.0,90.0,93.75,34.0
22580,ADVENT CALENDAR GINGHAM SACK,2011-12-04,110,530.52,5.238285714285714,2011,12,4,48,4,6,131.0,172.0,133.25,6.0
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-12-04,17,15.709999999999999,1.23,2011,12,4,48,4,6,352.0,813.0,628.5,115.0
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-12-04,867,401.80999999999995,0.45344047619047617,2011,12,4,48,4,6,1405.0,1169.0,1224.75,73.0
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-12-04,1049,459.63,0.4599152236652236,2011,12,4,48,4,6,1235.0,1106.0,1111.25,85.0
22576,SWALLOW WOODEN CHRISTMAS DECORATION,2011-12-04,175,158.89,1.058,2011,12,4,48,4,6,226.0,72.0,117.0,124.0
22574,HEART WOODEN CHRISTMAS DECORATION,2011-12-04,404,366.02,1.0168333333333333,2011,12,4,48,4,6,215.0,253.0,195.0,219.0
22573,STAR WOODEN CHRISTMAS DECORATION,2011-12-04,353,321.10999999999996,1.0892,2011,12,4,48,4,6,208.0,104.0,154.5,106.0
22572,ROCKING HORSE GREEN CHRISTMAS ,2011-12-04,6,5.1,0.85,2011,12,4,48,4,6,68.0,114.0,120.25,150.0
22593,CHRISTMAS GINGHAM STAR,2011-12-04,170,173.35999999999999,1.2833333333333334,2011,12,4,48,4,6,195.0,115.0,155.75,245.0
22595,GINGHAM HEART DECORATION,2011-12-04,135,127.22999999999999,1.1208333333333333,2011,12,4,48,4,6,176.0,232.0,224.5,284.0
22540,MINI JIGSAW CIRCUS PARADE ,2011-12-04,7,3.76,0.625,2011,12,4,48,4,6,28.0,44.0,30.5,75.0
22619,SET OF 6 SOLDIER SKITTLES,2011-12-04,93,422.95,5.058805555555556,2011,12,4,48,4,6,85.0,87.0,95.25,125.0
22621,TRADITIONAL KNITTING NANCY,2011-12-04,196,375.88,2.2241656565656567,2011,12,4,48,4,6,255.0,551.0,340.0,13.0
22636,CHILDS BREAKFAST SET CIRCUS PARADE,2011-12-04,17,168.89,10.5325,2011,12,4,48,4,6,22.0,21.0,20.25,27.0
22638,SET OF 4 NAPKIN CHARMS CROWNS ,2011-12-04,11,10.45,1.3766666666666667,2011,12,4,48,4,6,4.0,5.0,4.75,3.0
22639,SET OF 4 NAPKIN CHARMS HEARTS,2011-12-04,45,47.87,1.3766666666666667,2011,12,4,48,4,6,8.0,48.0,20.25,7.0
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,2011-12-04,39,30.810000000000002,0.79,2011,12,4,48,4,6,1.0,6.0,4.25,2.0
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,2011-12-04,2,5.1,2.55,2011,12,4,48,4,6,2.0,1.0,2.25,2.0
22556,PLASTERS IN TIN CIRCUS PARADE ,2011-12-04,130,224.33999999999995,1.8358666666666665,2011,12,4,48,4,6,304.0,142.0,169.5,70.0
22555,PLASTERS IN TIN STRONGMAN,2011-12-04,151,260.63,1.841333333333333,2011,12,4,48,4,6,174.0,124.0,144.25,216.0
22554,PLASTERS IN TIN WOODLAND ANIMALS,2011-12-04,124,229.2,2.0417777777777775,2011,12,4,48,4,6,394.0,203.0,285.75,133.0
22553,PLASTERS IN TIN SKULLS,2011-12-04,128,232.51999999999998,2.1016507936507938,2011,12,4,48,4,6,194.0,106.0,146.5,99.0
22642,SET OF 4 NAPKIN CHARMS STARS   ,2011-12-04,19,27.33,1.67,2011,12,4,48,4,6,4.0,15.0,7.5,4.0
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,2011-12-04,6,4.74,0.79,2011,12,4,48,4,6,18.0,7.0,8.0,4.0
22551,PLASTERS IN TIN SPACEBOY,2011-12-04,164,290.28,1.9233333333333331,2011,12,4,48,4,6,274.0,269.0,284.25,142.0
22550,HOLIDAY FUN LUDO,2011-12-04,20,78.71000000000001,4.121,2011,12,4,48,4,6,21.0,19.0,17.75,12.0
22585,PACK OF 6 BIRDY GIFT TAGS,2011-12-04,105,160.29,1.5000666666666667,2011,12,4,48,4,6,396.0,134.0,186.0,420.0
22547,MINI JIGSAW DINOSAUR ,2011-12-04,19,12.16,0.6609999999999999,2011,12,4,48,4,6,15.0,19.0,11.25,25.0
22546,MINI JIGSAW PURDEY,2011-12-04,20,8.1,0.533,2011,12,4,48,4,6,9.0,32.0,79.5,1.0
22545,MINI JIGSAW BUNNIES,2011-12-04,8,3.4399999999999995,0.51,2011,12,4,48,4,6,5.0,35.0,11.25,2.0
22635,CHILDS BREAKFAST SET DOLLY GIRL ,2011-12-04,20,187.39999999999998,9.466666666666667,2011,12,4,48,4,6,22.0,22.0,20.25,20.0
22620,4 TRADITIONAL SPINNING TOPS,2011-12-04,154,253.59999999999997,1.8820555555555556,2011,12,4,48,4,6,148.0,177.0,154.0,74.0
22634,CHILDS BREAKFAST SET SPACEBOY ,2011-12-04,40,373.21,10.421666666666667,2011,12,4,48,4,6,13.0,28.0,21.25,26.0
22632,HAND WARMER RED RETROSPOT,2011-12-04,131,285.25,2.4947222222222223,2011,12,4,48,4,6,202.0,393.0,346.5,398.0
22622,BOX OF VINTAGE ALPHABET BLOCKS,2011-12-04,15,168.26,14.202499999999999,2011,12,4,48,4,6,37.0,20.0,48.0,21.0
22623,BOX OF VINTAGE JIGSAW BLOCKS ,2011-12-04,21,144.48000000000002,7.034999999999999,2011,12,4,48,4,6,22.0,33.0,28.25,21.0
22624,IVORY KITCHEN SCALES,2011-12-04,32,312.65,9.742083333333333,2011,12,4,48,4,6,20.0,36.0,35.5,56.0
22625,RED KITCHEN SCALES,2011-12-04,34,311.32,10.574583333333333,2011,12,4,48,4,6,28.0,61.0,32.25,37.0
22626,BLACK KITCHEN SCALES,2011-12-04,6,51.0,8.5,2011,12,4,48,4,6,6.0,7.0,6.25,12.0
22564,ALPHABET STENCIL CRAFT,2011-12-04,32,46.05,1.6029166666666668,2011,12,4,48,4,6,10.0,489.0,137.0,18.0
22563,HAPPY STENCIL CRAFT,2011-12-04,246,284.98,1.5228333333333333,2011,12,4,48,4,6,42.0,67.0,65.25,7.0
22562,MONSTERS STENCIL CRAFT,2011-12-04,70,88.71000000000001,1.40125,2011,12,4,48,4,6,32.0,64.0,51.75,7.0
22561,WOODEN SCHOOL COLOURING SET,2011-12-04,155,259.03,2.06,2011,12,4,48,4,6,229.0,219.0,214.25,67.0
22627,MINT KITCHEN SCALES,2011-12-04,20,178.13,9.1775,2011,12,4,48,4,6,21.0,27.0,23.5,15.0
22628,PICNIC BOXES SET OF 3 RETROSPOT ,2011-12-04,25,128.76000000000002,6.202500000000001,2011,12,4,48,4,6,8.0,19.0,9.0,1.0
22629,SPACEBOY LUNCH BOX ,2011-12-04,160,318.16999999999996,2.4739246031746034,2011,12,4,48,4,6,342.0,308.0,343.0,200.0
22630,DOLLY GIRL LUNCH BOX,2011-12-04,116,258.98,2.616,2011,12,4,48,4,6,303.0,284.0,208.0,115.0
22560,TRADITIONAL MODELLING CLAY,2011-12-04,406,467.30000000000007,1.7966666666666669,2011,12,4,48,4,6,181.0,141.0,235.75,57.0
22558,CLOTHES PEGS RETROSPOT PACK 24 ,2011-12-04,178,300.62,2.111666666666667,2011,12,4,48,4,6,150.0,38.0,128.5,209.0
22557,PLASTERS IN TIN VINTAGE PAISLEY ,2011-12-04,119,212.74999999999997,2.205777777777778,2011,12,4,48,4,6,241.0,82.0,141.5,120.0
22631,CIRCUS PARADE LUNCH BOX ,2011-12-04,26,81.47,4.288333333333333,2011,12,4,48,4,6,77.0,137.0,97.75,40.0
22633,HAND WARMER UNION JACK,2011-12-04,341,692.4300000000001,2.2200432900432903,2011,12,4,48,4,6,163.0,420.0,271.75,515.0
22549,PICTURE DOMINOES,2011-12-04,100,169.93,2.2549444444444444,2011,12,4,48,4,6,82.0,226.0,172.5,113.0
10120,DOGGY RUBBER,2011-12-04,10,2.1,0.21,2011,12,4,48,4,6,1.0,6.0,11.25,3.0
22515,CHILDS GARDEN SPADE PINK,2011-12-04,14,51.730000000000004,3.7916666666666665,2011,12,4,48,4,6,4.0,0.0,1.75,2.0
22284,HEN HOUSE DECORATION,2011-12-04,13,23.089999999999996,2.4699999999999998,2011,12,4,48,4,6,6.0,25.0,8.0,12.0
22283,6 EGG HOUSE PAINTED WOOD,2011-12-04,7,63.489999999999995,9.256666666666666,2011,12,4,48,4,6,3.0,1.0,3.75,3.0
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2011-12-04,31,223.53,7.902444444444444,2011,12,4,48,4,6,13.0,14.0,11.0,11.0
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2011-12-04,8,18.830000000000002,2.6075,2011,12,4,48,4,6,5.0,1.0,4.25,40.0
